,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
142,142,atunrase-medina,3,2,"Updated 03 Apr 2020, Added 03 Mar 2020",Lovely and spacious 2bedroom flat,2 beds 3 baths 3 Toilets,gbagada,1100000,2020,Estate Atunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
143,143,atunrase-medina,3,2,"Updated 03 Apr 2020, Added 31 Mar 2020",Lovely and spacious 2bedroom flat,2 beds 3 baths 3 Toilets,gbagada,1000000,2020,Estate Atunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
144,144,atunrase-medina,2,2,"Updated 28 Mar 2020, Added 27 Aug 2019",Very Decent Ensuite 2bedroom flat,2 beds 2 baths 3 Toilets,gbagada,1000000,2020,Atunrashe Estate Atunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
145,145,atunrase-medina,3,3,"Updated 21 Mar 2020, Added 06 Feb 2020",Nice 3 bedroom flat at medina,3 beds 3 baths 3 Toilets,gbagada,1300000,2020,Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
147,147,atunrase-medina,3,3,Added 10 Mar 2020,Executive 3 bedroom flat,3 beds 3 baths 3 Toilets,gbagada,1200000,2020,Olowolegbon street Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,1,1500009,46,0,1,0,0,0,1,Mainland
148,148,atunrase-medina,2,2,"Updated 07 Mar 2020, Added 04 Mar 2020",Newly Built 2 Bedroom flat,2 beds 2 baths 4 Toilets,gbagada,1100000,2020,...Atunrase Medina Gbagada Lagos,4,1400000,710000,0,2,1000000,35,0,1,0,0,0,1,Mainland
150,150,atunrase-medina,2,2,"Updated 27 Feb 2020, Added 17 Dec 2019",Nice 2 bedroom flat at median road gbagada,2 beds 2 baths 3 Toilets,gbagada,1000000,2020,Medina roadAtunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
152,152,atunrase-medina,4,4,"Updated 17 Feb 2020, Added 15 Oct 2019",nice 4 bedroom flat up at aturanse estate gbagada lagos 1.8m,4 beds 4 baths 5 Toilets,gbagada,1800000,2020,aturanse estate gbagada lagosAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,0,0,0,1,0,1,Mainland
154,154,atunrase-medina,4,3,"Updated 17 Feb 2020, Added 08 Jan 2020",Newly built 3bed room flat,3 beds 4 baths 4 Toilets,gbagada,2000000,2020,HyAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
155,155,atunrase-medina,4,4,"Updated 17 Feb 2020, Added 27 Jun 2019",neat 4 bedroom duplex with a bq and modern facilities aturanse estate gbagada lagos 2.6m,4 beds 4 baths 5 Toilets,gbagada,2600000,2020,aturanse estate gbagada lagosAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,1,0,0,1,0,1,Mainland
157,157,atunrase-medina,2,2,"Updated 17 Feb 2020, Added 05 Oct 2019",Spacious 2bed,2 beds 2 baths 2 Toilets,gbagada,1000000,2020,#NAME?,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
158,158,atunrase-medina,3,3,"Updated 17 Feb 2020, Added 18 Dec 2019",New 3 Terrace Duplexwith Modern at Aturanse Estate Gbagada Lagos 2m,3 beds 3 baths 4 Toilets,gbagada,2000000,2020,Aturanse Estate Gbagada LagosAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,2,1,0,1,0,2,Mainland
159,159,atunrase-medina,2,2,"Updated 17 Feb 2020, Added 27 Aug 2019",Modern 2 bedroom flat at atunrase gbagada,2 beds 2 baths 3 Toilets,gbagada,1100000,2020,Adeola rajiAtunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
160,160,atunrase-medina,3,3,"Updated 17 Feb 2020, Added 11 Oct 2019",3 Bedroom Terrace Apartment For Rent At Gbagada YB160,3 beds 3 baths 3 Toilets,gbagada,1800000,2020,Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,1,0,0,0,0,0,Mainland
161,161,atunrase-medina,3,3,"Updated 17 Feb 2020, Added 22 Dec 2019",3 bed flat,3 beds 3 baths 3 Toilets,gbagada,1300000,2020,Atunrase Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
162,162,atunrase-medina,3,3,"Updated 17 Feb 2020, Added 19 Dec 2019",3 bedroom flat,3 beds 3 baths 3 Toilets,gbagada,1300000,2020,Adeola raji Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
163,163,atunrase-medina,0,3,"Updated 17 Feb 2020, Added 09 Dec 2019",3 nos of 3 bedroom terrace Duplex,3 beds 0 baths 0 Toilets,gbagada,2000000,2020,#NAME?,0,2300000,1000000,0,2,1500009,46,2,0,0,0,0,0,Mainland
164,164,atunrase-medina,4,4,"Updated 17 Feb 2020, Added 14 Oct 2019",4 bedroom flat,4 beds 4 baths 0 Toilets,gbagada,1800000,2020,...Atunrase Medina Gbagada Lagos,0,3000000,1780000,0,2,2800000,60,0,0,0,0,0,0,Mainland
165,165,atunrase-medina,3,3,"Updated 17 Feb 2020, Added 28 Jan 2020",Spacious 3bed room flat,3 beds 3 baths 4 Toilets,gbagada,1500009,2020,HuAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
167,167,atunrase-medina,3,3,"Updated 15 Feb 2020, Added 22 Dec 2018",Newly built 3 bedroom duplex,3 beds 3 baths 3 Toilets,gbagada,2000000,2020,AtunraseAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,1,1500009,46,1,1,0,0,0,1,Mainland
168,168,atunrase-medina,1,1,"Updated 15 Feb 2020, Added 03 Oct 2018",Mini flat,1 beds 1 baths 2 Toilets,gbagada,600000,2020,#NAME?,2,900000,400000,0,1,700000,24,0,0,0,0,0,0,Mainland
169,169,atunrase-medina,4,4,"Updated 15 Feb 2020, Added 24 Aug 2019",Decent and Spacious 4bedroom flat,4 beds 4 baths 5 Toilets,gbagada,2100000,2020,General Hospital Atunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,0,0,0,0,0,0,Mainland
170,170,atunrase-medina,3,3,"Updated 13 Feb 2020, Added 26 Nov 2019",3bed room duplex,3 beds 3 baths 3 Toilets,gbagada,1800000,2020,Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,1,0,0,0,0,0,Mainland
173,173,atunrase-medina,3,3,"Updated 06 Feb 2020, Added 24 Nov 2019","A LUXURIOUS AND LOVELY 3BEDROOM DUPLEX ALLROOMS ENSUITE WITH MODERN FITTINGS AND FINISHING, JUST 2 TENANTS IN D COMPOUND",3 beds 3 baths 4 Toilets,gbagada,1700000,2020,"Off Ramatu Street, Medina estate GbagadaAtunrase Medina Gbagada Lagos",4,2300000,1000000,0,2,1500009,46,1,1,0,0,0,1,Mainland
175,175,atunrase-medina,2,2,"Updated 30 Jan 2020, Added 18 Oct 2019",A very clean 2bedroom in a block of flats,2 beds 2 baths 2 Toilets,gbagada,800000,2020,Atunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
176,176,atunrase-medina,3,3,Added 18 Jan 2020,Newly Built 3 Bedroom Terrace Duplex at Atunrase Estate Gbagada - N2m,3 beds 3 baths 4 Toilets,gbagada,2000000,2020,Atunrase EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,2,1,0,1,0,2,Mainland
178,178,atunrase-medina,0,3,"Updated 15 Jan 2020, Added 05 Dec 2019",Nice 3 bedroom Flat,3 beds 0 baths 0 Toilets,gbagada,1700000,2020,#NAME?,0,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
179,179,atunrase-medina,2,2,"Updated 15 Jan 2020, Added 27 Aug 2019","Very Decent 2 bedrooms ground flat, 3t 2b @ Atunrase estate Gbagada 1.1m 1yr",2 beds 2 baths 3 Toilets,gbagada,1100000,2020,Atunrase estateAtunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,1,0,1,Mainland
181,181,atunrase-medina,2,2,"Updated 15 Jan 2020, Added 18 Sep 2019","2 bedroom flat apartment with 2t/2b,ground floor in Atunrase Estate Gbagada for 900k",2 beds 2 baths 2 Toilets,gbagada,900000,2020,AtunraseAtunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,1,0,1,Mainland
182,182,atunrase-medina,3,4,"Updated 15 Jan 2020, Added 01 Aug 2019",Very decent and spacious 4 bedroom duplex,4 beds 3 baths 4 Toilets,gbagada,2500000,2020,Atunrase Estate GbagadaAtunrase Medina Gbagada Lagos,4,3000000,1780000,0,2,2800000,60,1,0,0,0,0,0,Mainland
184,184,atunrase-medina,4,4,"Updated 25 Dec 2019, Added 25 Apr 2019",Nice 4 bedroom semi detached duplex with a 2 room BQ in Gbagada estate 2.9M,4 beds 4 baths 5 Toilets,gbagada,2900000,2019,Aturase estate Atunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,2,0,0,1,0,1,Mainland
185,185,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 03 May 2019",Newly and nicely renovated 3 bedroom Flat (upstairs),3 beds 3 baths 4 Toilets,gbagada,1500000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
186,186,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 04 May 2019","Executive & massive 3bedroom flat at Atunrase Estate Gbagada , g/floor, 4t/3b",3 beds 3 baths 4 Toilets,gbagada,1500000,2019,Arunrase EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,1,0,1,0,2,Mainland
187,187,atunrase-medina,2,2,"Updated 25 Dec 2019, Added 24 Sep 2019",2bedroom flat,2 beds 2 baths 3 Toilets,gbagada,850000,2019,AtunrasheAtunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
188,188,atunrase-medina,2,2,"Updated 25 Dec 2019, Added 04 Jul 2019",Decent 2 bedroom flat at atunrase estate gbagada,2 beds 2 baths 2 Toilets,gbagada,800000,2019,MuritalaAtunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,1,0,1,Mainland
189,189,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 06 May 2019",3 bedroom flat at aturase estate gbagada,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,Aturanse estate gbagada lagosAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,0,0,1,0,1,Mainland
190,190,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 03 Jan 2019",Newly Built 3 Bedroom Flat,3 beds 3 baths 3 Toilets,gbagada,1300000,2019,Atunrase StreetAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
192,192,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 06 May 2019",3 bedroom flat at aturase estate gbagada,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,Aturanse estate gbagada lagosAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,0,0,1,0,1,Mainland
193,193,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 03 Jan 2019",Semi detached 3 bedroom duplex,3 beds 3 baths 4 Toilets,gbagada,2000000,2019,AtunraseAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,2,0,0,0,0,0,Mainland
195,195,atunrase-medina,3,3,"Updated 25 Dec 2019, Added 08 Mar 2019",Newly built 3 bedroom flat atunrase estate,3 beds 3 baths 3 Toilets,gbagada,1500000,2019,Bola streetAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,1,0,1,0,2,Mainland
196,196,atunrase-medina,4,4,"Updated 24 Dec 2019, Added 11 Apr 2019",Nice 4 bedroom semi detached duplex with a 2 bedroom BQ for rent in Gbagade 2.9M,4 beds 4 baths 5 Toilets,gbagada,2900000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,2,0,0,0,0,0,Mainland
197,197,atunrase-medina,4,4,"Updated 22 Dec 2019, Added 09 Nov 2017",Newly built four bedroom terrace duplex at Gbagada,4 beds 4 baths 5 Toilets,gbagada,2500000,2019,7 Oguntayo StreetAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,1,2800000,60,2,1,0,0,0,1,Mainland
200,200,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 09 Nov 2017",Three bedroom apartment at Gbagada,3 beds 3 baths 4 Toilets,gbagada,1200000,2019,6 Alhaji Owolegbon StreetAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,0,0,0,0,0,0,Mainland
202,202,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 27 May 2017",3 bedroom duplex,3 beds 3 baths 3 Toilets,gbagada,1600000,2019,MedinaAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,1,1500009,46,1,0,0,0,0,0,Mainland
205,205,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 30 May 2018",Newly renovated 3 bedroom flat (ground floor) at gbagada,3 beds 3 baths 4 Toilets,gbagada,1100000,2019,Oyewole street Atunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,0,1,0,0,0,1,Mainland
206,206,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 11 Oct 2017",3 bedroom flat,3 beds 3 baths 3 Toilets,gbagada,1500000,2019,MedinaAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,1,1500009,46,0,0,0,0,0,0,Mainland
209,209,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 05 Sep 2017",Executive And Nice 3 bedroom Apartment,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,GbagadaAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,0,1,0,0,0,1,Mainland
210,210,atunrase-medina,2,2,"Updated 22 Dec 2019, Added 21 Jun 2017",2 BEDROOM FLAT,2 beds 2 baths 2 Toilets,gbagada,750000,2019,Aturase estateAtunrase Medina Gbagada Lagos,2,1400000,710000,0,1,1000000,35,0,0,0,0,0,0,Mainland
211,211,atunrase-medina,3,3,"Updated 22 Dec 2019, Added 18 Dec 2017",3 bedroom flat with a BQ,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,#NAME?,4,2300000,1000000,0,1,1500009,46,0,0,0,0,0,0,Mainland
212,212,atunrase-medina,4,3,"Updated 22 Dec 2019, Added 07 Nov 2018",A luxurious and Well finished 3 bedroom flat,3 beds 4 baths 4 Toilets,gbagada,1700000,2019,Off toybat street Atunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,0,1,0,0,0,1,Mainland
213,213,atunrase-medina,2,1,"Updated 22 Dec 2019, Added 05 Oct 2018",A Superb Tastefully finished Mini flat,1 beds 2 baths 2 Toilets,gbagada,500000,2019,Off owo street Medina road Atunrase Medina Gbagada Lagos,2,900000,400000,0,1,700000,24,0,0,0,0,0,0,Mainland
215,215,atunrase-medina,0,3,"Updated 21 Dec 2019, Added 09 Oct 2017",3 bedroom flat,3 beds 0 baths 0 Toilets,gbagada,1300000,2019,atunrase estateAtunrase Medina Gbagada Lagos,0,2300000,1000000,0,1,1500009,46,0,0,0,0,0,0,Mainland
216,216,atunrase-medina,3,3,"Updated 21 Dec 2019, Added 26 Sep 2019",3 Bedroom Terrace Duplex,3 beds 3 baths 4 Toilets,gbagada,1800000,2019,By Medina Estate GateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,2,0,0,0,0,0,Mainland
218,218,atunrase-medina,3,3,"Updated 18 Dec 2019, Added 14 Sep 2019",A Very Cool Clean and Spacious 3 Bedrooms Flat is Available Rent with Excellent service facilities!!,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,AtunraseAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,0,1,0,0,0,Mainland
221,221,atunrase-medina,4,4,"Updated 12 Dec 2019, Added 21 Jul 2017",Very decent 4 bedroom detached duplex,4 beds 4 baths 5 Toilets,gbagada,2700000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,1,2800000,60,2,0,0,0,0,0,Mainland
222,222,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 19 Nov 2019",(Office/Residential) Self compound 3 bedroom up flat apartment ensuite,3 beds 3 baths 4 Toilets,gbagada,1700000,2019,Atunrase Estate Atunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
223,223,atunrase-medina,4,4,"Updated 12 Dec 2019, Added 16 Nov 2018",Open plan office space,4 beds 4 baths 4 Toilets,gbagada,1800000,2019,#NAME?,4,3000000,1780000,0,1,2800000,60,0,0,0,0,0,0,Mainland
224,224,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 30 Sep 2019",Very lovely 3 bedroom terraced duplex,3 beds 3 baths 4 Toilets,gbagada,1800000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,2,0,0,0,0,0,Mainland
225,225,atunrase-medina,2,2,"Updated 12 Dec 2019, Added 04 Sep 2019",Very decent and spacious 2 bedroom flat with study room,2 beds 2 baths 2 Toilets,gbagada,1000000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
226,226,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 07 Jul 2019",Newly renovated and spacious 3 bedroom flat apartments,3 beds 3 baths 4 Toilets,gbagada,1500000,2019,Medina EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
227,227,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 30 Sep 2019",Very decent and spacious 3 bedroom flat apartment,3 beds 3 baths 3 Toilets,gbagada,1500000,2019,Medina EstateAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
228,228,atunrase-medina,4,4,"Updated 12 Dec 2019, Added 27 Aug 2019",Lovely 4 bedroom terraced duplex with 2 living rooms,4 beds 4 baths 5 Toilets,gbagada,1800000,2019,Medina EstateAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,2,0,0,0,0,0,Mainland
229,229,atunrase-medina,4,4,"Updated 12 Dec 2019, Added 08 Jun 2019",4 bedroom flat office space,4 beds 4 baths 4 Toilets,gbagada,2000000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,4,3000000,1780000,0,2,2800000,60,0,0,0,0,0,0,Mainland
230,230,atunrase-medina,1,1,"Updated 12 Dec 2019, Added 29 Nov 2019",Decent 1 bedroom flat (mini flat),1 beds 1 baths 1 Toilets,gbagada,700000,2019,Medina Estate Atunrase Medina Gbagada Lagos,1,900000,400000,0,2,700000,24,0,0,0,0,0,0,Mainland
231,231,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 06 Nov 2019",3 bedroom flat apartment under renovation,3 beds 3 baths 3 Toilets,gbagada,1300000,2019,Medina Estate Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
232,232,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 14 Nov 2019",Newly built tastefully finished 3 bedroom duplex,3 beds 3 baths 4 Toilets,gbagada,2000000,2019,Medina Estate Atunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,1,1,0,0,0,1,Mainland
233,233,atunrase-medina,4,4,"Updated 12 Dec 2019, Added 30 Jul 2019",Very decent 4 bedroom duplex with 2 living rooms,4 beds 4 baths 5 Toilets,gbagada,2500000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,5,3000000,1780000,0,2,2800000,60,1,0,0,0,0,0,Mainland
234,234,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 06 Dec 2019",Newly renovated and modernised 3 bedroom flat apartment,3 beds 3 baths 3 Toilets,gbagada,1200000,2019,Medina EstateAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
235,235,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 25 Nov 2019",Newly Renovated 3 Bedroom Up and Down Flat Apartments,3 beds 3 baths 3 Toilets,gbagada,1300000,2019,Medina Estate Atunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,1,0,0,0,1,Mainland
236,236,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 03 Mar 2019",Brand New 3 Bedroom Terraced Duplex,3 beds 3 baths 4 Toilets,gbagada,2000000,2019,Atunrase EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,2,1,0,0,0,1,Mainland
237,237,atunrase-medina,3,3,"Updated 12 Dec 2019, Added 23 Aug 2018",Decent 3 bedroom flat,3 beds 3 baths 4 Toilets,gbagada,1600000,2019,Medina EstateAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,1,1500009,46,0,0,0,0,0,0,Mainland
238,238,atunrase-medina,2,3,"Updated 24 Nov 2019, Added 16 Nov 2019",An lovely three bedroom,3 beds 2 baths 3 Toilets,gbagada,1300000,2019,Raji Adeola streetAtunrase Medina Gbagada Lagos,3,2300000,1000000,0,2,1500009,46,0,0,0,0,0,0,Mainland
239,239,atunrase-medina,3,3,"Updated 05 Nov 2019, Added 16 Aug 2019",New 3 bedroom Terraces,3 beds 3 baths 4 Toilets,gbagada,2000000,2019,Ayoola StreetAtunrase Medina Gbagada Lagos,4,2300000,1000000,0,2,1500009,46,1,1,0,0,0,1,Mainland
241,241,atunrase-medina,2,2,"Updated 08 Oct 2019, Added 27 Sep 2019",2bedroom flat,2 beds 2 baths 2 Toilets,gbagada,850000,2019,Atunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
244,244,atunrase-medina,2,2,"Updated 26 Sep 2019, Added 21 May 2019",Very Spacious 2bedroom flat,2 beds 2 baths 2 Toilets,gbagada,1100000,2019,Atunrashe Estate close to road Atunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
245,245,atunrase-medina,2,2,"Updated 26 Sep 2019, Added 21 May 2019",Renovated Spacious 2bedroom flat,2 beds 2 baths 2 Toilets,gbagada,800000,2019,Atunrashe Estate close to road Atunrase Medina Gbagada Lagos,2,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
247,247,atunrase-medina,2,2,"Updated 07 Sep 2019, Added 04 Jul 2019",Two bedroom flat,2 beds 2 baths 3 Toilets,gbagada,800000,2019,Atunrase Atunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,0,0,0,0,0,Mainland
248,248,atunrase-medina,1,2,"Updated 05 Sep 2019, Added 17 Jul 2019",Newly Renovated 2 Bedroom Apartment In Gbagada Estate,2 beds 1 baths 1 Toilets,gbagada,1000000,2019,Medina EstateAtunrase Medina Gbagada Lagos,1,1400000,710000,0,2,1000000,35,0,1,0,1,0,2,Mainland
249,249,atunrase-medina,1,1,Added 08 Aug 2019,"Mini Flat To Let @ Soluyi, Gbagada",1 beds 1 baths 1 Toilets,gbagada,550000,2019,KarimuAtunrase Medina Gbagada Lagos,1,900000,400000,0,1,700000,24,0,0,0,0,0,0,Mainland
252,252,atunrase-medina,2,2,"Updated 20 Jun 2019, Added 31 May 2019",Newly Built Luxury 2 Bedroom Flat at Medina Estate Gbagada - N1.2m,2 beds 2 baths 3 Toilets,gbagada,1200000,2019,Medina Estate Atunrase Medina Gbagada Lagos,3,1400000,710000,0,2,1000000,35,0,2,0,1,0,3,Mainland
253,253,atunrase-medina,2,2,Added 24 May 2019,Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,gbagada,1200000,2019,MEDINA ESTATEAtunrase Medina Gbagada Lagos,3,1400000,710000,0,1,1000000,35,0,1,0,0,0,1,Mainland
255,255,atunrase-medina,1,1,Added 11 Jan 2019,fully serviced mini flat,1 beds 1 baths 1 Toilets,gbagada,700000,2019,adeolaAtunrase Medina Gbagada Lagos,1,900000,400000,0,1,700000,24,0,0,1,0,0,0,Mainland
294,294,ifako-gbagada,2,2,"Updated 06 Mar 2021, Added 13 May 2020",Newly Renovated 2Bedroom In Ifako Gbagada,2 beds 2 baths 3 Toilets,gbagada,900000,2021,IfakoIfako Gbagada Gbagada Lagos,3,1200000,600000,0,2,900000,32,0,1,0,0,0,1,Mainland
297,297,ifako-gbagada,2,2,Added 09 Mar 2021,Renovated ensuite 2bedroom duplex at sawmill gbagada,2 beds 2 baths 3 Toilets,gbagada,1000000,2021,Sawmill GbagadaIfako Gbagada Gbagada Lagos,3,1200000,600000,0,1,900000,32,1,0,0,0,0,0,Mainland
299,299,ifako-gbagada,1,1,"Updated 09 Mar 2021, Added 25 Dec 2020",Roomself,1 beds 1 baths 1 Toilets,gbagada,300000,2021,Jesus street ifako gbagadaIfako Gbagada Gbagada Lagos,1,750000,250000,0,2,450000,17,0,0,0,0,0,0,Mainland
300,300,ifako-gbagada,1,1,"Updated 09 Mar 2021, Added 31 Dec 2020",self contain,1 beds 1 baths 1 Toilets,gbagada,300000,2021,Jesus street Ifako Gbagada Gbagada Lagos Ifako Gbagada Gbagada Lagos,1,750000,250000,0,2,450000,17,0,0,0,0,0,0,Mainland
301,301,ifako-gbagada,1,1,"Updated 09 Mar 2021, Added 06 Feb 2020",Newly built mini flat,1 beds 1 baths 1 Toilets,gbagada,550000,2021,DIfako Gbagada Gbagada Lagos,1,750000,250000,0,2,450000,17,0,1,0,0,0,1,Mainland
