,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
28331,1451,lekki phase 1,1,1,"Updated 23 Jan 2021, Added 04 Aug 2020",VERY DECENT MINI FLAT BUNGALOW @ LEKKI PHASE 1,1 beds 1 baths 1 Toilets,lekki phase 1,1620000,2021,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28332,1452,lekki phase 1,1,1,"Updated 23 Jan 2021, Added 22 Dec 2020",MINI FLAT STUDIO,1 beds 1 baths 1 Toilets,lekki phase 1,1800000,2021,-Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28333,1453,lekki phase 1,2,2,Added 20 Jan 2021,"Fully serviced, furnished and tastefully finished 2 Bedroom Penthouse",2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2021,Off Oladimeji AlooLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,1,2300000,54,0,0,1,0,1,0,Island
28340,1460,lekki phase 1,3,3,Added 19 Jan 2021,3 Bedroom Flat For Rent,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2021,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,1,3500000,62,0,0,0,0,0,0,Island
28341,1461,lekki phase 1,4,3,"Updated 19 Jan 2021, Added 24 Jul 2020",3 Bedroom Apartment,3 beds 4 baths 4 Toilets,lekki phase 1,3000000,2021,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28342,1462,lekki phase 1,3,3,"Updated 19 Jan 2021, Added 01 Nov 2020",Nice 3 Bedroom Apartments,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2021,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28343,1463,lekki phase 1,0,4,"Updated 19 Jan 2021, Added 04 Sep 2020",4 bedroom semi detached duplex,4 beds baths Toilets,lekki phase 1,6500000,2021,Lekki Phase 1 Lekki Lagos,0,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28344,1464,lekki phase 1,0,4,"Updated 19 Jan 2021, Added 18 Aug 2020",4 bedroom Terrace Duplex with Bq,4 beds baths Toilets,lekki phase 1,4700000,2021,Lekki Phase 1 Lekki Lagos,0,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28345,1465,lekki phase 1,0,3,"Updated 19 Jan 2021, Added 25 Aug 2020",3 bedroom Apartment,3 beds baths Toilets,lekki phase 1,3500000,2021,Lekki Phase 1 Lekki Lagos,0,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28346,1466,lekki phase 1,0,3,"Updated 19 Jan 2021, Added 04 Sep 2020",3 bedroom semidetached duplex,3 beds baths Toilets,lekki phase 1,4000000,2021,Lekki Phase 1 Lekki Lagos,0,5000000,2500000,0,2,3500000,62,2,0,0,0,0,0,Island
28347,1467,lekki phase 1,3,3,"Updated 19 Jan 2021, Added 17 Jul 2020",3 Bedroom Terrace,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2021,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,1,0,0,0,0,0,Island
28348,1468,lekki phase 1,0,4,"Updated 19 Jan 2021, Added 25 Aug 2020",4 bedroom terrace duplex,4 beds baths Toilets,lekki phase 1,4500000,2021,Lekki Phase 1 Lekki Lagos,0,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28352,1472,lekki phase 1,1,1,Added 13 Jan 2021,Standard self contained,1 beds 1 baths 2 Toilets,lekki phase 1,1100000,2021,...Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,1,1300000,41,0,0,0,0,0,0,Island
28353,1473,lekki phase 1,2,2,Added 13 Jan 2021,Two Bedroom Flat,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2021,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,1,2300000,54,0,0,0,0,0,0,Island
28355,1475,lekki phase 1,2,2,"Updated 13 Jan 2021, Added 03 Nov 2020",Sweet and spacious 2 bedroom bungalow,2 beds 2 baths 2 Toilets,lekki phase 1,2300000,2021,Lekki Phase 1 Lekki Lagos,2,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28356,1476,lekki phase 1,4,4,"Updated 13 Jan 2021, Added 09 Dec 2020",4 bedroom flat at Lekki Phase I,4 beds 4 baths Toilets,lekki phase 1,3500000,2021,Lekki Phase 1 Lekki Lagos,0,7000000,3000000,0,2,4500000,64,0,0,0,0,0,0,Island
28357,1477,lekki phase 1,3,3,"Updated 13 Jan 2021, Added 15 Sep 2020",Spacious 3 bedroom flat,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2021,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28361,1481,lekki phase 1,2,2,"Updated 13 Jan 2021, Added 10 Jan 2021",2 bedroom flat,2 beds 2 baths 3 Toilets,lekki phase 1,2300000,2021,Gated Estate behind Pinnacle Petrol station lekki right lekkiLekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28367,1487,lekki phase 1,1,1,Added 09 Jan 2021,STUDIO APARTMENT,1 beds 1 baths 1 Toilets,lekki phase 1,1200000,2021,Off Freedom way Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,1,1300000,41,0,0,0,0,0,0,Island
28369,1489,lekki phase 1,0,2,"Updated 08 Jan 2021, Added 09 Dec 2020",6 Units of Two Bedroom Flat,2 beds 0 baths 0 Toilets,lekki phase 1,2000000,2021,-Lekki Phase 1 Lekki Lagos,0,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28370,1490,lekki phase 1,0,3,"Updated 08 Jan 2021, Added 26 Nov 2020","Lovely, Decent And Spacious 3 Bedroom Flat",3 beds 0 baths 0 Toilets,lekki phase 1,3000000,2021,"OFF FOLA OSHIBO STREET, Lekki Phase 1 Lekki Lagos",0,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28372,1492,lekki phase 1,0,2,"Updated 08 Jan 2021, Added 27 Nov 2020",Brand new 2 bedroom flat,2 beds 0 baths 0 Toilets,lekki phase 1,2500000,2021,- RIGHT SIDE OF LEKKI PHASE 1Lekki Phase 1 Lekki Lagos,0,3000000,1500000,0,2,2300000,54,0,1,0,0,0,1,Island
28374,1494,lekki phase 1,0,3,"Updated 08 Jan 2021, Added 30 Dec 2020",3 bedroom Apartment,3 beds 0 baths 0 Toilets,lekki phase 1,4500000,2021,- Lekki Phase 1 Lekki Lagos,0,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28377,1497,lekki phase 1,1,1,"Updated 08 Jan 2021, Added 01 Dec 2020",A Room Self Contained Available,1 beds 1 baths 0 Toilets,lekki phase 1,800000,2021,-Lekki Phase 1 Lekki Lagos,0,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28383,1503,lekki phase 1,0,2,"Updated 08 Jan 2021, Added 07 Dec 2020",2 bedroom bungalow,2 beds 0 baths 0 Toilets,lekki phase 1,1800000,2021,-Lekki Phase 1 Lekki Lagos,0,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28385,1505,lekki phase 1,3,3,"Updated 08 Jan 2021, Added 26 Nov 2020",3 bedroom Apartment,3 beds 3 baths 0 Toilets,lekki phase 1,3000000,2021,- Lekki Phase 1 Lekki Lagos,0,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28387,1507,lekki phase 1,1,1,"Updated 08 Jan 2021, Added 02 Dec 2020",Self contained,1 beds 1 baths 0 Toilets,lekki phase 1,900000,2021,OFF DUROSIMI ETTILekki Phase 1 Lekki Lagos,0,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28390,1510,lekki phase 1,1,1,"Updated 08 Jan 2021, Added 16 Dec 2020",One bedroom self contained,1 beds 1 baths 1 Toilets,lekki phase 1,700000,2021,Off Admiralty RoadLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28392,1512,lekki phase 1,1,1,Added 06 Jan 2021,Nice looking mini flat,1 beds 1 baths 1 Toilets,lekki phase 1,1200000,2021,AKANBI DISU STREETLekki Phase 1 Lekki Lagos,1,2000000,600000,0,1,1300000,41,0,0,0,0,0,0,Island
28394,1514,lekki phase 1,3,3,"Updated 04 Jan 2021, Added 22 Aug 2020",Luxury compact/portable 3 bedroom fully service flat with 1 bq,3 beds 3 baths 3 Toilets,lekki phase 1,4000000,2021,Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,2,3500000,62,0,1,1,0,0,1,Island
28395,1515,lekki phase 1,5,4,"Updated 04 Jan 2021, Added 07 Nov 2020",4 Bedroom Duplex with Bq in lekki phase 1,4 beds 5 baths 5 Toilets,lekki phase 1,6000000,2021,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,1,0,0,0,0,0,Island
28405,1525,lekki phase 1,4,4,"Updated 31 Dec 2020, Added 25 Nov 2020",newly built 4 bedrooms fully detached duplex,4 beds 4 baths 4 Toilets,lekki phase 1,4000000,2020,OsapaLekki Phase 1 Lekki Lagos,4,7000000,3000000,0,2,4500000,64,2,1,0,0,0,1,Island
28407,1527,lekki phase 1,1,1,"Updated 29 Dec 2020, Added 15 Nov 2020",Miniflat in lekki phase 1,1 beds 1 baths 1 Toilets,lekki phase 1,1300000,2020,Millennium estateLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28408,1528,lekki phase 1,2,2,"Updated 29 Dec 2020, Added 02 Jul 2020",Beautiful 2 bedroom apartment,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,"Off maruwa bustop, lekki 2nd round aboutLekki Phase 1 Lekki Lagos",3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28410,1530,lekki phase 1,3,3,"Updated 29 Dec 2020, Added 02 Jul 2020",Nice and spacious 3bedroom flat,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,"Maruwa bustop, lekki phase1 2nd round aboutLekki Phase 1 Lekki Lagos",4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28411,1531,lekki phase 1,1,1,Added 27 Dec 2020,BQ for rent in a serene and secure area,1 beds 1 baths 1 Toilets,lekki phase 1,650000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,1,1300000,41,0,0,0,0,0,0,Island
28412,1532,lekki phase 1,3,3,"Updated 27 Dec 2020, Added 02 Dec 2020",3 bedroom apartment in a secured estate in Lekki Phase 1,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Admiralty Road Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,1,0,1,Island
28416,1536,lekki phase 1,4,4,"Updated 23 Dec 2020, Added 23 Sep 2020",Tastefully Furnished 4 Bedroom Detached Duplex,4 beds 4 baths 5 Toilets,lekki phase 1,4000000,2020,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,1,0,Island
28426,1546,lekki phase 1,3,3,"Updated 23 Dec 2020, Added 18 Sep 2020",Spacious and Neatly Built 3 Bedroom Flat,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28430,1550,lekki phase 1,3,3,"Updated 23 Dec 2020, Added 04 Feb 2020","Neat, spacious and serviced 3 Bedroom Maisonnette",3 beds 3 baths 4 Toilets,lekki phase 1,4500000,2020,Off Admiralty WayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,0,0,0,Island
28440,1560,lekki phase 1,4,4,"Updated 23 Dec 2020, Added 06 Oct 2020",Newly Built with excellent finished 4 Bedroom Terraced Duplex,4 beds 4 baths 5 Toilets,lekki phase 1,6000000,2020,Off Admiralty RoadLekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,1,0,0,0,1,Island
28448,1568,lekki phase 1,3,3,"Updated 23 Dec 2020, Added 18 Sep 2020",Spacious and Neatly Built 3 Bedroom Flat,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28451,1571,lekki phase 1,2,2,"Updated 23 Dec 2020, Added 25 Sep 2020",Serviced 2 Bedroom flat for Office Use,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,1,0,0,0,Island
28458,1578,lekki phase 1,1,1,"Updated 23 Dec 2020, Added 17 Dec 2020",A Room and Palour Self-contained in a Serene Environment,1 beds 1 baths 2 Toilets,lekki phase 1,1200000,2020,Off Bisola DurosinmiLekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28462,1582,lekki phase 1,0,4,"Updated 22 Dec 2020, Added 31 Jul 2020",4 bedroom detached duplex,4 beds baths Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,0,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28465,1585,lekki phase 1,3,3,Added 20 Dec 2020,3 bedroom Terrace Duplex,3 beds 3 baths 3 Toilets,lekki phase 1,3500000,2020,...Lekki Phase 1 Lekki Lagos,3,5000000,2500000,0,1,3500000,62,2,0,0,0,0,0,Island
28466,1586,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 20 Nov 2020",Luxury 3 bedroom penthouse,3 beds 3 baths 4 Toilets,lekki phase 1,4500000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
28467,1587,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 01 Jun 2020",Newly built 3 bedroom semi detached house in a cerene neighbourhood,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Wole ariyo streetLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,1,1,0,0,0,1,Island
28468,1588,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 20 Nov 2020",Newly Built 3 Bedroom Flat,3 beds 3 baths 4 Toilets,lekki phase 1,3200000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,1,0,0,0,1,Island
28469,1589,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 01 Jun 2020",Standard 3bedroom flat in a cerene neighbourhood,3 beds 3 baths 4 Toilets,lekki phase 1,2800000,2020,Off Babatunde anjou's streetLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28470,1590,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 11 Aug 2020",3 Bedroom with BQ,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28471,1591,lekki phase 1,3,3,"Updated 19 Dec 2020, Added 11 Aug 2020",3 Bedroom with BQ,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28472,1592,lekki phase 1,2,1,Added 17 Dec 2020,Serviced miniflat,1 beds 2 baths 2 Toilets,lekki phase 1,1700000,2020,- Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,1,1300000,41,0,0,1,0,0,0,Island
28473,1593,lekki phase 1,1,2,Added 15 Dec 2020,2bedroom detached house,2 beds 1 baths 1 Toilets,lekki phase 1,2300000,2020,off fola osiboLekki Phase 1 Lekki Lagos,1,3000000,1500000,0,1,2300000,54,1,0,0,0,0,0,Island
28476,1596,lekki phase 1,3,3,"Updated 11 Dec 2020, Added 03 Dec 2020",3 Bedroom Flat,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28477,1597,lekki phase 1,2,2,"Updated 11 Dec 2020, Added 14 Jul 2020",Luxury 2 Bedroom Apartments with Excellent facilities,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,1,0,0,0,1,Island
28489,1609,lekki phase 1,3,3,"Updated 11 Dec 2020, Added 05 Jun 2020",Brand New superb luxurius 4bedroom duplex for rent at orchid road,3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Orchid roadLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,1,2,0,0,0,2,Island
28494,1614,lekki phase 1,3,3,"Updated 08 Dec 2020, Added 12 Nov 2020",Neatly renovated 3bedroom flat,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki phase 1Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28495,1615,lekki phase 1,3,3,"Updated 08 Dec 2020, Added 25 Jun 2020",Hot 3Bedroom flat,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,"2nd round abt, pinnacle filling stationLekki Phase 1 Lekki Lagos",4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28496,1616,lekki phase 1,3,3,Added 05 Dec 2020,3 bedroom & 4 bedroom duplex,3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,off tf kuboye street lekkiLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,1,3500000,62,1,0,0,0,0,0,Island
28498,1618,lekki phase 1,3,3,"Updated 03 Dec 2020, Added 23 Nov 2020",Newly built three bedroom Terrace for Lease,3 beds 3 baths 4 Toilets,lekki phase 1,3800000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,1,1,0,0,0,1,Island
28499,1619,lekki phase 1,3,3,"Updated 03 Dec 2020, Added 18 Jul 2020","TOLET: *3BEDROOM DUPLEX AT LEKKI PHASE 1* 3BEDEOOM DUPLEX WITH ANTE ROOM AND 3TOILETS AT CABLE POINT ESTATE BEHIND LENNOX MALL, LEKKI PHASE 1. LAWN TENNIS SWIMMING POOL GYM HOUSE LOUNGE 24 HOURS LIGHT RENT - N4M SC. - 800K PHCN - N70/KwH",3 beds 3 baths 4 Toilets,lekki phase 1,4000000,2020,Lekki Phase One Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,2,0,0,1,0,1,Island
28500,1620,lekki phase 1,1,1,"Updated 03 Dec 2020, Added 02 Nov 2020",Self contained,1 beds 1 baths 1 Toilets,lekki phase 1,700000,2020,Admiralty WayLekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28501,1621,lekki phase 1,2,2,"Updated 03 Dec 2020, Added 11 Oct 2020",Brand new 2 bedroom apartment,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,...Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,1,0,0,0,1,Island
28502,1622,lekki phase 1,1,1,"Updated 03 Dec 2020, Added 01 Nov 2020",Fully serviced mini flat,1 beds 1 baths 2 Toilets,lekki phase 1,1800000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,1,0,0,0,Island
28505,1625,lekki phase 1,2,2,"Updated 03 Dec 2020, Added 09 Nov 2020",Newly built two bedroom with 24hrs of power,2 beds 2 baths 3 Toilets,lekki phase 1,2500000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,1,0,0,0,1,Island
28507,1627,lekki phase 1,2,2,"Updated 03 Dec 2020, Added 02 Nov 2020",Two Bedroom Apartment,2 beds 2 baths 3 Toilets,lekki phase 1,2000000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28508,1628,lekki phase 1,1,1,"Updated 03 Dec 2020, Added 23 Nov 2020",Mini flat in Lekki Phase 1,1 beds 1 baths 1 Toilets,lekki phase 1,1350000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28509,1629,lekki phase 1,3,3,"Updated 03 Dec 2020, Added 13 Nov 2020","3 bedroom apartment in a quiet, strictly residential area",3 beds 3 baths 4 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28511,1631,lekki phase 1,3,4,"Updated 03 Dec 2020, Added 01 Nov 2020",Decent 4 Bedroom Serviced Office Space Apartment,4 beds 3 baths 3 Toilets,lekki phase 1,4000000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,3,7000000,3000000,0,2,4500000,64,0,0,1,0,0,0,Island
28513,1633,lekki phase 1,4,4,"Updated 03 Dec 2020, Added 09 Nov 2020",Luxury Four bedroom terrace apartment with two room boys quarter,4 beds 4 baths 5 Toilets,lekki phase 1,6000000,2020,Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,1,1,0,0,0,1,Island
28514,1634,lekki phase 1,4,4,"Updated 03 Dec 2020, Added 02 Nov 2020",Decent 4 Bedroom Duplex,4 beds 4 baths 5 Toilets,lekki phase 1,3500000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,1,0,0,0,0,0,Island
28515,1635,lekki phase 1,2,2,"Updated 03 Dec 2020, Added 18 Nov 2020",Two bedroom apartment at Lekki Phase 1,2 beds 2 baths 3 Toilets,lekki phase 1,1800000,2020,Lekki Phase 1 Lekki Lagos,3,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28516,1636,lekki phase 1,1,1,"Updated 03 Dec 2020, Added 02 Nov 2020",Standard self-contained,1 beds 1 baths 1 Toilets,lekki phase 1,700000,2020,Inside Lekki Phase 1Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28517,1637,lekki phase 1,1,1,"Updated 03 Dec 2020, Added 10 Sep 2020",Self contained,1 beds 1 baths 1 Toilets,lekki phase 1,800000,2020,In One Of The Estate In Lekki Phase 1Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28518,1638,lekki phase 1,4,4,"Updated 03 Dec 2020, Added 31 Oct 2020","TOLET LEKKI PHASE ONE 4 Bedroom Fully Detached Duplex with 2 Rooms BQ @ Off Fola Osibo, Lekki phase One Lekki Lagos. Rent: N5m a Year. Call Femi on [redacted] or WhatsApp on [redacted].",4 beds 4 baths 5 Toilets,lekki phase 1,5000000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,0,0,0,0,0,Island
28519,1639,lekki phase 1,0,2,"Updated 03 Dec 2020, Added 02 Nov 2020",Ground Floor Shop,2 beds 0 baths 1 Toilets,lekki phase 1,2600000,2020,Lekki Phase 1Lekki Phase 1 Lekki Lagos,1,3000000,1500000,0,2,2300000,54,0,0,0,0,0,0,Island
28520,1640,lekki phase 1,4,4,"Updated 03 Dec 2020, Added 28 Sep 2020",Newly built and tastefully finished 4bedroom fully detached duplex with 1room bq,4 beds 4 baths 5 Toilets,lekki phase 1,3500000,2020,Lagoon View Estate Lekki Phase 1 Lekki Lagos,5,7000000,3000000,0,2,4500000,64,2,1,0,0,0,1,Island
28522,1642,lekki phase 1,3,3,"Updated 25 Nov 2020, Added 21 Oct 2020",Lovely Spacious 3 Bedroom Flat with Bq-M,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,0,0,0,0,Island
28523,1643,lekki phase 1,1,1,"Updated 25 Nov 2020, Added 08 Nov 2020",Lovely Spacious Miniflat-L,1 beds 1 baths 2 Toilets,lekki phase 1,1000000,2020,Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28526,1646,lekki phase 1,1,1,"Updated 24 Nov 2020, Added 02 Oct 2020",Newly Built Mini Flat,1 beds 1 baths 1 Toilets,lekki phase 1,1500000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,1,0,0,0,1,Island
28528,1648,lekki phase 1,3,3,Added 21 Nov 2020,3 bedroom flat with a boys quarter,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Oniru estate Lekki Phase 1 Lekki Lagos,4,5000000,2500000,0,1,3500000,62,0,0,0,0,0,0,Island
28529,1649,lekki phase 1,4,4,Added 21 Nov 2020,4bedroom terraces duplex with a room boys squarter for rent oniru estate,4 beds 4 baths 4 Toilets,lekki phase 1,5000000,2020,Oniru Estate Lekki Phase 1 Lekki Lagos,4,7000000,3000000,0,1,4500000,64,2,0,0,1,0,1,Island
28530,1650,lekki phase 1,4,4,Added 18 Nov 2020,4 bedroom flat for rent lekki,4 beds 4 baths 5 Toilets,lekki phase 1,3200000,2020,Akinyemi avenueLekki Phase 1 Lekki Lagos,5,7000000,3000000,0,1,4500000,64,0,0,0,0,0,0,Island
28532,1652,lekki phase 1,4,3,Added 18 Nov 2020,Serviced Three Bedroom Flat Available,3 beds 4 baths 0 Toilets,lekki phase 1,3500000,2020,-Lekki Phase 1 Lekki Lagos,0,5000000,2500000,0,1,3500000,62,0,0,1,0,0,0,Island
28533,1653,lekki phase 1,4,3,Added 18 Nov 2020,Smart 3BEDROOM Semi-detached Duplex,3 beds 4 baths 4 Toilets,lekki phase 1,2800000,2020,Orchid road by Lekki 2nd toll gateLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,1,3500000,62,2,0,0,0,0,0,Island
28535,1655,lekki phase 1,1,1,"Updated 17 Nov 2020, Added 22 Jun 2020",Tastefully Finished 1 Bedroom Penthouse (Miniflat),1 beds 1 baths 2 Toilets,lekki phase 1,1000000,2020,Lekki Phase 1 Lekki Lagos,2,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
28536,1656,lekki phase 1,4,4,"Updated 17 Nov 2020, Added 15 Sep 2019",OFFICE SPACE ON UPSTAIRS PART OF A DUPLEX UNIT TO RENT IN LEKKI PHASE 1,4 beds 4 baths 1 Toilets,lekki phase 1,5000000,2020,"HENRY OJOGHO CRESCENT, OFF FREEDOM WAYLekki Phase 1 Lekki Lagos",1,7000000,3000000,0,2,4500000,64,1,0,0,0,0,0,Island
28542,1662,lekki phase 1,3,3,"Updated 13 Nov 2020, Added 08 Aug 2020",Fully Serviced 3Bedroom Apartment with a room BQ in prime Water Estate,3 beds 3 baths 4 Toilets,lekki phase 1,3000000,2020,Off Freedom wayLekki Phase 1 Lekki Lagos,4,5000000,2500000,0,2,3500000,62,0,0,1,1,0,1,Island
28544,1664,lekki phase 1,1,1,"Updated 12 Nov 2020, Added 19 May 2020",SHOPPING SPACE AT LEKKI PHASE1,1 beds 1 baths 1 Toilets,lekki phase 1,1500000,2020,Lekki Phase 1 Lekki Lagos,1,2000000,600000,0,2,1300000,41,0,0,0,0,0,0,Island
