,location,bed,area,location_rank
29824,lekki phase 1,1,lekki phase 1,41
29827,lekki phase 1,2,lekki phase 1,54
29828,lekki phase 1,4,lekki phase 1,64
29830,lekki phase 1,1,lekki phase 1,41
29831,lekki phase 1,2,lekki phase 1,54
29832,lekki phase 1,1,lekki phase 1,41
29836,lekki phase 1,2,lekki phase 1,54
29837,lekki phase 1,4,lekki phase 1,64
29839,lekki phase 1,2,lekki phase 1,54
29840,lekki phase 1,4,lekki phase 1,64
29841,lekki phase 1,1,lekki phase 1,41
29842,lekki phase 1,2,lekki phase 1,54
29843,lekki phase 1,3,lekki phase 1,62
29844,lekki phase 1,2,lekki phase 1,54
29847,lekki phase 1,2,lekki phase 1,54
29854,lekki phase 1,3,lekki phase 1,62
29855,lekki phase 1,3,lekki phase 1,62
29859,lekki phase 1,3,lekki phase 1,62
29860,lekki phase 1,1,lekki phase 1,41
29864,lekki phase 1,4,lekki phase 1,64
29865,lekki phase 1,4,lekki phase 1,64
29867,lekki phase 1,3,lekki phase 1,62
29868,lekki phase 1,3,lekki phase 1,62
29869,lekki phase 1,4,lekki phase 1,64
29870,lekki phase 1,4,lekki phase 1,64
29872,lekki phase 1,2,lekki phase 1,54
29879,lekki phase 1,1,lekki phase 1,41
29880,lekki phase 1,3,lekki phase 1,62
29881,lekki phase 1,1,lekki phase 1,41
29882,lekki phase 1,4,lekki phase 1,64
29886,lekki phase 1,4,lekki phase 1,64
29888,lekki phase 1,2,lekki phase 1,54
29891,lekki phase 1,1,lekki phase 1,41
29893,lekki phase 1,3,lekki phase 1,62
29894,lekki phase 1,1,lekki phase 1,41
29895,lekki phase 1,1,lekki phase 1,41
29896,lekki phase 1,4,lekki phase 1,64
29899,lekki phase 1,3,lekki phase 1,62
29904,lekki phase 1,4,lekki phase 1,64
29905,lekki phase 1,4,lekki phase 1,64
29907,lekki phase 1,3,lekki phase 1,62
29908,lekki phase 1,3,lekki phase 1,62
29909,lekki phase 1,4,lekki phase 1,64
29911,lekki phase 1,2,lekki phase 1,54
29912,lekki phase 1,4,lekki phase 1,64
29914,lekki phase 1,4,lekki phase 1,64
29915,lekki phase 1,1,lekki phase 1,41
29917,lekki phase 1,4,lekki phase 1,64
29920,lekki phase 1,1,lekki phase 1,41
29922,lekki phase 1,3,lekki phase 1,62
29923,lekki phase 1,3,lekki phase 1,62
29924,lekki phase 1,1,lekki phase 1,41
29926,lekki phase 1,1,lekki phase 1,41
29929,lekki phase 1,1,lekki phase 1,41
29933,lekki phase 1,4,lekki phase 1,64
29937,lekki phase 1,4,lekki phase 1,64
29940,lekki phase 1,3,lekki phase 1,62
29941,lekki phase 1,1,lekki phase 1,41
29942,lekki phase 1,4,lekki phase 1,64
29943,lekki phase 1,4,lekki phase 1,64
29948,lekki phase 1,3,lekki phase 1,62
29949,lekki phase 1,1,lekki phase 1,41
29950,lekki phase 1,1,lekki phase 1,41
29953,lekki phase 1,1,lekki phase 1,41
29956,lekki phase 1,3,lekki phase 1,62
29958,lekki phase 1,4,lekki phase 1,64
29961,lekki phase 1,1,lekki phase 1,41
29962,lekki phase 1,1,lekki phase 1,41
29963,lekki phase 1,4,lekki phase 1,64
29964,lekki phase 1,4,lekki phase 1,64
29965,lekki phase 1,4,lekki phase 1,64
29967,lekki phase 1,1,lekki phase 1,41
29970,lekki phase 1,1,lekki phase 1,41
29972,lekki phase 1,4,lekki phase 1,64
29975,lekki phase 1,2,lekki phase 1,54
29982,lekki phase 1,4,lekki phase 1,64
29984,lekki phase 1,4,lekki phase 1,64
29985,lekki phase 1,1,lekki phase 1,41
29986,lekki phase 1,1,lekki phase 1,41
29988,lekki phase 1,3,lekki phase 1,62
29990,lekki phase 1,2,lekki phase 1,54
29991,lekki phase 1,4,lekki phase 1,64
29994,lekki phase 1,2,lekki phase 1,54
29999,lekki phase 1,2,lekki phase 1,54
30000,lekki phase 1,1,lekki phase 1,41
30001,lekki phase 1,1,lekki phase 1,41
30002,lekki phase 1,3,lekki phase 1,62
30007,lekki phase 1,3,lekki phase 1,62
30009,lekki phase 1,1,lekki phase 1,41
30011,lekki phase 1,1,lekki phase 1,41
30012,lekki phase 1,3,lekki phase 1,62
30014,lekki phase 1,1,lekki phase 1,41
30015,lekki phase 1,1,lekki phase 1,41
30016,lekki phase 1,4,lekki phase 1,64
30017,lekki phase 1,2,lekki phase 1,54
30020,lekki phase 1,3,lekki phase 1,62
30022,lekki phase 1,2,lekki phase 1,54
30024,lekki phase 1,1,lekki phase 1,41
30025,lekki phase 1,4,lekki phase 1,64
30027,lekki phase 1,3,lekki phase 1,62
30028,lekki phase 1,1,lekki phase 1,41
30029,lekki phase 1,3,lekki phase 1,62
30030,lekki phase 1,4,lekki phase 1,64
30031,lekki phase 1,1,lekki phase 1,41
30033,lekki phase 1,4,lekki phase 1,64
30035,lekki phase 1,1,lekki phase 1,41
30040,lekki phase 1,3,lekki phase 1,62
30042,lekki phase 1,1,lekki phase 1,41
30043,lekki phase 1,1,lekki phase 1,41
30044,lekki phase 1,2,lekki phase 1,54
30046,lekki phase 1,4,lekki phase 1,64
30049,lekki phase 1,2,lekki phase 1,54
30055,lekki phase 1,1,lekki phase 1,41
30056,lekki phase 1,3,lekki phase 1,62
30057,lekki phase 1,3,lekki phase 1,62
30058,lekki phase 1,1,lekki phase 1,41
30059,lekki phase 1,3,lekki phase 1,62
30062,lekki phase 1,3,lekki phase 1,62
30065,lekki phase 1,3,lekki phase 1,62
30067,lekki phase 1,3,lekki phase 1,62
30069,lekki phase 1,4,lekki phase 1,64
30070,lekki phase 1,1,lekki phase 1,41
30072,lekki phase 1,3,lekki phase 1,62
30075,lekki phase 1,1,lekki phase 1,41
30077,lekki phase 1,4,lekki phase 1,64
30078,lekki phase 1,3,lekki phase 1,62
30079,lekki phase 1,3,lekki phase 1,62
30082,lekki phase 1,3,lekki phase 1,62
30083,lekki phase 1,3,lekki phase 1,62
30084,lekki phase 1,3,lekki phase 1,62
30085,lekki phase 1,4,lekki phase 1,64
30087,lekki phase 1,4,lekki phase 1,64
30090,lekki phase 1,4,lekki phase 1,64
30091,lekki phase 1,3,lekki phase 1,62
30094,lekki phase 1,4,lekki phase 1,64
30096,lekki phase 1,4,lekki phase 1,64
30097,lekki phase 1,3,lekki phase 1,62
30098,lekki phase 1,3,lekki phase 1,62
30103,lekki phase 1,3,lekki phase 1,62
30106,lekki phase 1,3,lekki phase 1,62
30108,lekki phase 1,4,lekki phase 1,64
30109,lekki phase 1,4,lekki phase 1,64
30110,lekki phase 1,3,lekki phase 1,62
30111,lekki phase 1,3,lekki phase 1,62
30112,lekki phase 1,4,lekki phase 1,64
30113,lekki phase 1,3,lekki phase 1,62
30114,lekki phase 1,4,lekki phase 1,64
30115,lekki phase 1,4,lekki phase 1,64
30116,lekki phase 1,2,lekki phase 1,54
30117,lekki phase 1,3,lekki phase 1,62
30120,lekki phase 1,3,lekki phase 1,62
30122,lekki phase 1,3,lekki phase 1,62
30124,lekki phase 1,3,lekki phase 1,62
30125,lekki phase 1,3,lekki phase 1,62
30126,lekki phase 1,4,lekki phase 1,64
30128,lekki phase 1,3,lekki phase 1,62
30133,lekki phase 1,4,lekki phase 1,64
30134,lekki phase 1,3,lekki phase 1,62
30140,lekki phase 1,2,lekki phase 1,54
30141,lekki phase 1,3,lekki phase 1,62
30142,lekki phase 1,2,lekki phase 1,54
30143,lekki phase 1,3,lekki phase 1,62
30145,lekki phase 1,2,lekki phase 1,54
30146,lekki phase 1,3,lekki phase 1,62
30149,lekki phase 1,2,lekki phase 1,54
30151,lekki phase 1,4,lekki phase 1,64
30152,lekki phase 1,4,lekki phase 1,64
30154,lekki phase 1,3,lekki phase 1,62
30156,lekki phase 1,4,lekki phase 1,64
30166,lekki phase 1,2,lekki phase 1,54
30169,lekki phase 1,1,lekki phase 1,41
30172,lekki phase 1,2,lekki phase 1,54
30174,lekki phase 1,4,lekki phase 1,64
30178,lekki phase 1,2,lekki phase 1,54
30180,lekki phase 1,2,lekki phase 1,54
30181,lekki phase 1,2,lekki phase 1,54
30182,lekki phase 1,2,lekki phase 1,54
30184,lekki phase 1,3,lekki phase 1,62
30187,lekki phase 1,2,lekki phase 1,54
30188,lekki phase 1,2,lekki phase 1,54
30189,lekki phase 1,2,lekki phase 1,54
30190,lekki phase 1,1,lekki phase 1,41
30191,lekki phase 1,1,lekki phase 1,41
30193,lekki phase 1,4,lekki phase 1,64
30195,lekki phase 1,1,lekki phase 1,41
30196,lekki phase 1,4,lekki phase 1,64
30197,lekki phase 1,3,lekki phase 1,62
30198,lekki phase 1,1,lekki phase 1,41
30201,lekki phase 1,3,lekki phase 1,62
30202,lekki phase 1,1,lekki phase 1,41
30203,lekki phase 1,3,lekki phase 1,62
30206,lekki phase 1,2,lekki phase 1,54
30209,lekki phase 1,1,lekki phase 1,41
30210,lekki phase 1,2,lekki phase 1,54
30213,lekki phase 1,3,lekki phase 1,62
30215,lekki phase 1,3,lekki phase 1,62
30217,lekki phase 1,3,lekki phase 1,62
30222,lekki phase 1,2,lekki phase 1,54
30223,lekki phase 1,3,lekki phase 1,62
30225,lekki phase 1,4,lekki phase 1,64
30226,lekki phase 1,4,lekki phase 1,64
30229,lekki phase 1,2,lekki phase 1,54
30231,lekki phase 1,3,lekki phase 1,62
30234,lekki phase 1,4,lekki phase 1,64
30235,lekki phase 1,3,lekki phase 1,62
30236,lekki phase 1,1,lekki phase 1,41
30242,lekki phase 1,2,lekki phase 1,54
30243,lekki phase 1,2,lekki phase 1,54
30244,lekki phase 1,1,lekki phase 1,41
30245,lekki phase 1,1,lekki phase 1,41
30246,lekki phase 1,4,lekki phase 1,64
30247,lekki phase 1,3,lekki phase 1,62
30248,lekki phase 1,1,lekki phase 1,41
30250,lekki phase 1,4,lekki phase 1,64
30251,lekki phase 1,4,lekki phase 1,64
30252,lekki phase 1,3,lekki phase 1,62
30255,lekki phase 1,2,lekki phase 1,54
30256,lekki phase 1,3,lekki phase 1,62
30257,lekki phase 1,4,lekki phase 1,64
30259,lekki phase 1,4,lekki phase 1,64
30261,lekki phase 1,3,lekki phase 1,62
30262,lekki phase 1,3,lekki phase 1,62
30265,lekki phase 1,1,lekki phase 1,41
30266,lekki phase 1,2,lekki phase 1,54
30267,lekki phase 1,3,lekki phase 1,62
30268,lekki phase 1,3,lekki phase 1,62
30269,lekki phase 1,3,lekki phase 1,62
30275,lekki phase 1,3,lekki phase 1,62
30276,lekki phase 1,4,lekki phase 1,64
30277,lekki phase 1,3,lekki phase 1,62
30278,lekki phase 1,4,lekki phase 1,64
30279,lekki phase 1,3,lekki phase 1,62
30281,lekki phase 1,2,lekki phase 1,54
30287,lekki phase 1,4,lekki phase 1,64
30288,lekki phase 1,3,lekki phase 1,62
30289,lekki phase 1,4,lekki phase 1,64
30290,lekki phase 1,2,lekki phase 1,54
30292,lekki phase 1,2,lekki phase 1,54
30293,lekki phase 1,3,lekki phase 1,62
30294,lekki phase 1,2,lekki phase 1,54
30295,lekki phase 1,4,lekki phase 1,64
30296,lekki phase 1,2,lekki phase 1,54
30298,lekki phase 1,3,lekki phase 1,62
30301,lekki phase 1,3,lekki phase 1,62
30303,lekki phase 1,3,lekki phase 1,62
30304,lekki phase 1,2,lekki phase 1,54
30305,lekki phase 1,3,lekki phase 1,62
30306,lekki phase 1,3,lekki phase 1,62
30307,lekki phase 1,2,lekki phase 1,54
30308,lekki phase 1,4,lekki phase 1,64
30309,lekki phase 1,4,lekki phase 1,64
30310,lekki phase 1,2,lekki phase 1,54
30313,lekki phase 1,3,lekki phase 1,62
30314,lekki phase 1,2,lekki phase 1,54
30316,lekki phase 1,4,lekki phase 1,64
30319,lekki phase 1,3,lekki phase 1,62
30320,lekki phase 1,2,lekki phase 1,54
30322,lekki phase 1,3,lekki phase 1,62
30323,lekki phase 1,3,lekki phase 1,62
30324,lekki phase 1,2,lekki phase 1,54
30325,lekki phase 1,3,lekki phase 1,62
30326,lekki phase 1,4,lekki phase 1,64
30327,lekki phase 1,4,lekki phase 1,64
30328,lekki phase 1,2,lekki phase 1,54
30336,lekki phase 1,1,lekki phase 1,41
30343,lekki phase 1,3,lekki phase 1,62
30345,lekki phase 1,2,lekki phase 1,54
30348,lekki phase 1,4,lekki phase 1,64
30350,lekki phase 1,3,lekki phase 1,62
30352,lekki phase 1,1,lekki phase 1,41
30353,lekki phase 1,1,lekki phase 1,41
30355,lekki phase 1,4,lekki phase 1,64
30357,lekki phase 1,4,lekki phase 1,64
30362,lekki phase 1,3,lekki phase 1,62
30364,lekki phase 1,3,lekki phase 1,62
30365,lekki phase 1,4,lekki phase 1,64
30367,lekki phase 1,1,lekki phase 1,41
30369,lekki phase 1,4,lekki phase 1,64
30370,lekki phase 1,4,lekki phase 1,64
30371,lekki phase 1,1,lekki phase 1,41
30372,lekki phase 1,2,lekki phase 1,54
30373,lekki phase 1,4,lekki phase 1,64
30376,lekki phase 1,1,lekki phase 1,41
30377,lekki phase 1,2,lekki phase 1,54
30378,lekki phase 1,4,lekki phase 1,64
30380,lekki phase 1,4,lekki phase 1,64
30381,lekki phase 1,3,lekki phase 1,62
30383,lekki phase 1,2,lekki phase 1,54
30384,lekki phase 1,4,lekki phase 1,64
30386,lekki phase 1,3,lekki phase 1,62
30387,lekki phase 1,4,lekki phase 1,64
30388,lekki phase 1,4,lekki phase 1,64
30389,lekki phase 1,2,lekki phase 1,54
30390,lekki phase 1,4,lekki phase 1,64
30391,lekki phase 1,1,lekki phase 1,41
30393,lekki phase 1,2,lekki phase 1,54
30395,lekki phase 1,3,lekki phase 1,62
30397,lekki phase 1,2,lekki phase 1,54
30398,lekki phase 1,2,lekki phase 1,54
30399,lekki phase 1,4,lekki phase 1,64
30401,lekki phase 1,2,lekki phase 1,54
30402,lekki phase 1,3,lekki phase 1,62
30404,lekki phase 1,4,lekki phase 1,64
30406,lekki phase 1,2,lekki phase 1,54
30408,lekki phase 1,4,lekki phase 1,64
30409,lekki phase 1,2,lekki phase 1,54
30410,lekki phase 1,4,lekki phase 1,64
30411,lekki phase 1,3,lekki phase 1,62
30412,lekki phase 1,2,lekki phase 1,54
30414,lekki phase 1,3,lekki phase 1,62
30415,lekki phase 1,2,lekki phase 1,54
30418,lekki phase 1,3,lekki phase 1,62
30421,lekki phase 1,3,lekki phase 1,62
30422,lekki phase 1,2,lekki phase 1,54
30423,lekki phase 1,1,lekki phase 1,41
30425,lekki phase 1,4,lekki phase 1,64
30430,lekki phase 1,1,lekki phase 1,41
30432,lekki phase 1,2,lekki phase 1,54
30433,lekki phase 1,1,lekki phase 1,41
30439,lekki phase 1,4,lekki phase 1,64
30440,lekki phase 1,4,lekki phase 1,64
30443,lekki phase 1,2,lekki phase 1,54
30445,lekki phase 1,2,lekki phase 1,54
30446,lekki phase 1,1,lekki phase 1,41
30447,lekki phase 1,2,lekki phase 1,54
30448,lekki phase 1,4,lekki phase 1,64
30449,lekki phase 1,3,lekki phase 1,62
30452,lekki phase 1,3,lekki phase 1,62
30453,lekki phase 1,3,lekki phase 1,62
30454,lekki phase 1,4,lekki phase 1,64
30456,lekki phase 1,4,lekki phase 1,64
30457,lekki phase 1,4,lekki phase 1,64
30462,lekki phase 1,3,lekki phase 1,62
30463,lekki phase 1,3,lekki phase 1,62
30464,lekki phase 1,1,lekki phase 1,41
30466,lekki phase 1,3,lekki phase 1,62
30472,lekki phase 1,3,lekki phase 1,62
30473,lekki phase 1,4,lekki phase 1,64
30474,lekki phase 1,4,lekki phase 1,64
30475,lekki phase 1,1,lekki phase 1,41
30476,lekki phase 1,1,lekki phase 1,41
30477,lekki phase 1,4,lekki phase 1,64
30478,lekki phase 1,3,lekki phase 1,62
30479,lekki phase 1,4,lekki phase 1,64
30482,lekki phase 1,4,lekki phase 1,64
30484,lekki phase 1,4,lekki phase 1,64
30487,lekki phase 1,4,lekki phase 1,64
30490,lekki phase 1,3,lekki phase 1,62
30492,lekki phase 1,4,lekki phase 1,64
30493,lekki phase 1,4,lekki phase 1,64
30494,lekki phase 1,4,lekki phase 1,64
30495,lekki phase 1,4,lekki phase 1,64
30496,lekki phase 1,3,lekki phase 1,62
30497,lekki phase 1,4,lekki phase 1,64
30500,lekki phase 1,2,lekki phase 1,54
30508,lekki phase 1,2,lekki phase 1,54
30510,lekki phase 1,1,lekki phase 1,41
30513,lekki phase 1,3,lekki phase 1,62
30514,lekki phase 1,3,lekki phase 1,62
30518,lekki phase 1,3,lekki phase 1,62
30519,lekki phase 1,1,lekki phase 1,41
30521,lekki phase 1,4,lekki phase 1,64
30523,lekki phase 1,3,lekki phase 1,62
30524,lekki phase 1,3,lekki phase 1,62
30525,lekki phase 1,2,lekki phase 1,54
30526,lekki phase 1,4,lekki phase 1,64
30527,lekki phase 1,3,lekki phase 1,62
30529,lekki phase 1,3,lekki phase 1,62
30530,lekki phase 1,4,lekki phase 1,64
30532,lekki phase 1,1,lekki phase 1,41
30538,lekki phase 1,4,lekki phase 1,64
30539,lekki phase 1,4,lekki phase 1,64
30540,lekki phase 1,1,lekki phase 1,41
30541,lekki phase 1,1,lekki phase 1,41
30542,lekki phase 1,1,lekki phase 1,41
30544,lekki phase 1,4,lekki phase 1,64
30546,lekki phase 1,1,lekki phase 1,41
30548,lekki phase 1,1,lekki phase 1,41
30550,lekki phase 1,1,lekki phase 1,41
30551,lekki phase 1,2,lekki phase 1,54
30552,lekki phase 1,1,lekki phase 1,41
30553,lekki phase 1,3,lekki phase 1,62
30555,lekki phase 1,3,lekki phase 1,62
30558,lekki phase 1,4,lekki phase 1,64
30560,lekki phase 1,3,lekki phase 1,62
30563,lekki phase 1,3,lekki phase 1,62
30566,lekki phase 1,3,lekki phase 1,62
30569,lekki phase 1,3,lekki phase 1,62
30570,lekki phase 1,3,lekki phase 1,62
30571,lekki phase 1,1,lekki phase 1,41
30572,lekki phase 1,3,lekki phase 1,62
30573,lekki phase 1,2,lekki phase 1,54
30574,lekki phase 1,3,lekki phase 1,62
30576,lekki phase 1,3,lekki phase 1,62
30577,lekki phase 1,4,lekki phase 1,64
30582,lekki phase 1,3,lekki phase 1,62
30586,lekki phase 1,1,lekki phase 1,41
30590,lekki phase 1,3,lekki phase 1,62
30591,lekki phase 1,4,lekki phase 1,64
30593,lekki phase 1,4,lekki phase 1,64
30595,lekki phase 1,3,lekki phase 1,62
30596,lekki phase 1,4,lekki phase 1,64
30597,lekki phase 1,4,lekki phase 1,64
30599,lekki phase 1,4,lekki phase 1,64
30600,lekki phase 1,4,lekki phase 1,64
30601,lekki phase 1,3,lekki phase 1,62
30602,lekki phase 1,1,lekki phase 1,41
30603,lekki phase 1,4,lekki phase 1,64
30604,lekki phase 1,3,lekki phase 1,62
30609,lekki phase 1,3,lekki phase 1,62
30615,lekki phase 1,4,lekki phase 1,64
30618,lekki phase 1,4,lekki phase 1,64
30620,lekki phase 1,2,lekki phase 1,54
30621,lekki phase 1,4,lekki phase 1,64
30622,lekki phase 1,3,lekki phase 1,62
30623,lekki phase 1,3,lekki phase 1,62
30624,lekki phase 1,3,lekki phase 1,62
30628,lekki phase 1,4,lekki phase 1,64
30629,lekki phase 1,3,lekki phase 1,62
30630,lekki phase 1,3,lekki phase 1,62
30631,lekki phase 1,4,lekki phase 1,64
30633,lekki phase 1,3,lekki phase 1,62
30634,lekki phase 1,2,lekki phase 1,54
30635,lekki phase 1,2,lekki phase 1,54
30636,lekki phase 1,4,lekki phase 1,64
30637,lekki phase 1,2,lekki phase 1,54
30638,lekki phase 1,3,lekki phase 1,62
30639,lekki phase 1,2,lekki phase 1,54
30640,lekki phase 1,3,lekki phase 1,62
30641,lekki phase 1,4,lekki phase 1,64
30642,lekki phase 1,1,lekki phase 1,41
30643,lekki phase 1,1,lekki phase 1,41
30644,lekki phase 1,3,lekki phase 1,62
30646,lekki phase 1,3,lekki phase 1,62
30649,lekki phase 1,3,lekki phase 1,62
30650,lekki phase 1,2,lekki phase 1,54
30653,lekki phase 1,4,lekki phase 1,64
30658,lekki phase 1,3,lekki phase 1,62
30659,lekki phase 1,1,lekki phase 1,41
30660,lekki phase 1,3,lekki phase 1,62
30661,lekki phase 1,1,lekki phase 1,41
30662,lekki phase 1,2,lekki phase 1,54
30665,lekki phase 1,1,lekki phase 1,41
30666,lekki phase 1,2,lekki phase 1,54
30670,lekki phase 1,1,lekki phase 1,41
30671,lekki phase 1,1,lekki phase 1,41
30672,lekki phase 1,3,lekki phase 1,62
30674,lekki phase 1,3,lekki phase 1,62
30676,lekki phase 1,1,lekki phase 1,41
30678,lekki phase 1,1,lekki phase 1,41
30680,lekki phase 1,3,lekki phase 1,62
30681,lekki phase 1,1,lekki phase 1,41
30682,lekki phase 1,4,lekki phase 1,64
30683,lekki phase 1,2,lekki phase 1,54
30684,lekki phase 1,4,lekki phase 1,64
30685,lekki phase 1,2,lekki phase 1,54
30686,lekki phase 1,4,lekki phase 1,64
30687,lekki phase 1,1,lekki phase 1,41
30689,lekki phase 1,1,lekki phase 1,41
30691,lekki phase 1,3,lekki phase 1,62
30693,lekki phase 1,3,lekki phase 1,62
30694,lekki phase 1,3,lekki phase 1,62
30695,lekki phase 1,3,lekki phase 1,62
30696,lekki phase 1,4,lekki phase 1,64
30700,lekki phase 1,3,lekki phase 1,62
30701,lekki phase 1,3,lekki phase 1,62
30702,lekki phase 1,2,lekki phase 1,54
30703,lekki phase 1,1,lekki phase 1,41
30705,lekki phase 1,1,lekki phase 1,41
30706,lekki phase 1,1,lekki phase 1,41
30708,lekki phase 1,1,lekki phase 1,41
30709,lekki phase 1,1,lekki phase 1,41
30710,lekki phase 1,1,lekki phase 1,41
30712,lekki phase 1,1,lekki phase 1,41
30713,lekki phase 1,2,lekki phase 1,54
30716,lekki phase 1,1,lekki phase 1,41
30717,lekki phase 1,3,lekki phase 1,62
30718,lekki phase 1,3,lekki phase 1,62
30719,lekki phase 1,1,lekki phase 1,41
30721,lekki phase 1,1,lekki phase 1,41
30724,lekki phase 1,4,lekki phase 1,64
30726,lekki phase 1,2,lekki phase 1,54
30727,lekki phase 1,1,lekki phase 1,41
30728,lekki phase 1,3,lekki phase 1,62
30729,lekki phase 1,2,lekki phase 1,54
30738,lekki phase 1,1,lekki phase 1,41
30740,lekki phase 1,1,lekki phase 1,41
30742,lekki phase 1,1,lekki phase 1,41
30744,lekki phase 1,3,lekki phase 1,62
30746,lekki phase 1,1,lekki phase 1,41
30748,lekki phase 1,1,lekki phase 1,41
30749,lekki phase 1,1,lekki phase 1,41
30751,lekki phase 1,3,lekki phase 1,62
30759,lekki phase 1,2,lekki phase 1,54
30760,lekki phase 1,1,lekki phase 1,41
30761,lekki phase 1,3,lekki phase 1,62
30762,lekki phase 1,2,lekki phase 1,54
30763,lekki phase 1,3,lekki phase 1,62
30764,lekki phase 1,1,lekki phase 1,41
30767,lekki phase 1,4,lekki phase 1,64
30768,lekki phase 1,1,lekki phase 1,41
30771,lekki phase 1,2,lekki phase 1,54
30772,lekki phase 1,2,lekki phase 1,54
30773,lekki phase 1,1,lekki phase 1,41
30775,lekki phase 1,1,lekki phase 1,41
30777,lekki phase 1,1,lekki phase 1,41
30781,lekki phase 1,1,lekki phase 1,41
30783,lekki phase 1,1,lekki phase 1,41
30785,lekki phase 1,1,lekki phase 1,41
30786,lekki phase 1,3,lekki phase 1,62
30787,lekki phase 1,3,lekki phase 1,62
30788,lekki phase 1,1,lekki phase 1,41
30789,lekki phase 1,1,lekki phase 1,41
30792,lekki phase 1,3,lekki phase 1,62
30793,lekki phase 1,1,lekki phase 1,41
30796,lekki phase 1,1,lekki phase 1,41
30797,lekki phase 1,2,lekki phase 1,54
30799,lekki phase 1,1,lekki phase 1,41
30800,lekki phase 1,1,lekki phase 1,41
30801,lekki phase 1,4,lekki phase 1,64
30802,lekki phase 1,1,lekki phase 1,41
30804,lekki phase 1,1,lekki phase 1,41
30805,lekki phase 1,2,lekki phase 1,54
30806,lekki phase 1,1,lekki phase 1,41
30807,lekki phase 1,1,lekki phase 1,41
30808,lekki phase 1,1,lekki phase 1,41
30810,lekki phase 1,2,lekki phase 1,54
30811,lekki phase 1,1,lekki phase 1,41
30812,lekki phase 1,3,lekki phase 1,62
30814,lekki phase 1,1,lekki phase 1,41
30817,lekki phase 1,1,lekki phase 1,41
30818,lekki phase 1,3,lekki phase 1,62
30819,lekki phase 1,4,lekki phase 1,64
30820,lekki phase 1,1,lekki phase 1,41
30821,lekki phase 1,2,lekki phase 1,54
30822,lekki phase 1,1,lekki phase 1,41
30823,lekki phase 1,2,lekki phase 1,54
30824,lekki phase 1,1,lekki phase 1,41
30825,lekki phase 1,1,lekki phase 1,41
30827,lekki phase 1,3,lekki phase 1,62
30828,lekki phase 1,4,lekki phase 1,64
30829,lekki phase 1,1,lekki phase 1,41
30830,lekki phase 1,1,lekki phase 1,41
30835,lekki phase 1,1,lekki phase 1,41
30836,lekki phase 1,1,lekki phase 1,41
30838,lekki phase 1,3,lekki phase 1,62
30840,lekki phase 1,4,lekki phase 1,64
30841,lekki phase 1,3,lekki phase 1,62
30842,lekki phase 1,3,lekki phase 1,62
30843,lekki phase 1,3,lekki phase 1,62
30844,lekki phase 1,3,lekki phase 1,62
30845,lekki phase 1,2,lekki phase 1,54
30846,lekki phase 1,4,lekki phase 1,64
30850,lekki phase 1,3,lekki phase 1,62
30851,lekki phase 1,2,lekki phase 1,54
30853,lekki phase 1,1,lekki phase 1,41
30854,lekki phase 1,3,lekki phase 1,62
30857,lekki phase 1,1,lekki phase 1,41
30860,lekki phase 1,3,lekki phase 1,62
30862,lekki phase 1,4,lekki phase 1,64
30863,lekki phase 1,3,lekki phase 1,62
30865,lekki phase 1,4,lekki phase 1,64
30869,lekki phase 1,1,lekki phase 1,41
30870,lekki phase 1,3,lekki phase 1,62
30871,lekki phase 1,3,lekki phase 1,62
30872,lekki phase 1,4,lekki phase 1,64
30873,lekki phase 1,2,lekki phase 1,54
30875,lekki phase 1,1,lekki phase 1,41
30877,lekki phase 1,3,lekki phase 1,62
30878,lekki phase 1,3,lekki phase 1,62
30882,lekki phase 1,3,lekki phase 1,62
30883,lekki phase 1,1,lekki phase 1,41
30884,lekki phase 1,4,lekki phase 1,64
30885,lekki phase 1,1,lekki phase 1,41
30887,lekki phase 1,3,lekki phase 1,62
30890,lekki phase 1,3,lekki phase 1,62
30891,lekki phase 1,4,lekki phase 1,64
30892,lekki phase 1,1,lekki phase 1,41
30893,lekki phase 1,2,lekki phase 1,54
30895,lekki phase 1,3,lekki phase 1,62
30896,lekki phase 1,3,lekki phase 1,62
30897,lekki phase 1,1,lekki phase 1,41
30899,lekki phase 1,4,lekki phase 1,64
30902,lekki phase 1,2,lekki phase 1,54
30903,lekki phase 1,3,lekki phase 1,62
30904,lekki phase 1,3,lekki phase 1,62
30906,lekki phase 1,4,lekki phase 1,64
30910,lekki phase 1,3,lekki phase 1,62
30912,lekki phase 1,3,lekki phase 1,62
30913,lekki phase 1,2,lekki phase 1,54
30914,lekki phase 1,3,lekki phase 1,62
30916,lekki phase 1,1,lekki phase 1,41
30918,lekki phase 1,3,lekki phase 1,62
30919,lekki phase 1,3,lekki phase 1,62
30920,lekki phase 1,3,lekki phase 1,62
30923,lekki phase 1,3,lekki phase 1,62
30924,lekki phase 1,2,lekki phase 1,54
30925,lekki phase 1,4,lekki phase 1,64
30926,lekki phase 1,3,lekki phase 1,62
30927,lekki phase 1,3,lekki phase 1,62
30928,lekki phase 1,2,lekki phase 1,54
30929,lekki phase 1,4,lekki phase 1,64
30932,lekki phase 1,3,lekki phase 1,62
30934,lekki phase 1,2,lekki phase 1,54
30937,lekki phase 1,1,lekki phase 1,41
30938,lekki phase 1,3,lekki phase 1,62
30940,lekki phase 1,4,lekki phase 1,64
30941,lekki phase 1,4,lekki phase 1,64
